critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries,age
Glenn Kenny,US,Freelance,Carlos ,Olivier Assayas,2010.0,Olivier Assayas,,/name/nm0000801/,1955.0,"Paris, France", France,64.0
Glenn Kenny,US,Freelance,Che ,Steven Soderbergh,2008.0,Steven Soderbergh,,/name/nm0001752/,1963.0,"Atlanta, Georgia, USA", USA,56.0
Glenn Kenny,US,Freelance,The Master ,Paul Thomas Anderson,2012.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Glenn Kenny,US,Freelance,There Will Be Blood ,Paul Thomas Anderson,2007.0,Paul Thomas Anderson,,/name/nm0000759/,1970.0,"Studio City, California, USA", USA,49.0
Glenn Kenny,US,Freelance,The Intruder ,Claire Denis,2004.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Glenn Kenny,US,Freelance,Morvern Callar ,Lynne Ramsay,2002.0,Lynne Ramsay,,/name/nm0708903/,1969.0,"Glasgow, Strathclyde, Scotland, UK", UK,50.0
Glenn Kenny,US,Freelance,25th Hour ,Spike Lee,2002.0,Spike Lee,,/name/nm0000490/,1957.0,"Atlanta, Georgia, USA", USA,62.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Dogville ,Lars von Trier,2003.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Ten ,Abbas Kiarostami,2002.0,Abbas Kiarostami,,/name/nm0452102/,1940.0,"Tehran, Iran", Iran,79.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,The Circle ,Jafar Panahi,2000.0,Jafar Panahi,,/name/nm0070159/,1960.0,"Mianeh, Azarbaijan Province, Iran", Iran,59.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Bad Education ,Pedro Almodóvar,2005.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Rust and Bone ,Jacques Audiard,2012.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,5x2 ,François Ozon,2004.0,François Ozon,,/name/nm0654830/,1967.0,"Paris, France", France,52.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Russian Ark ,Aleksandr Sokurov,2002.0,Aleksandr Sokurov,,/name/nm0812546/,1951.0,"Podorvikha, Irkutskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],68.0
Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA,58.0
Uri Klein,Israel,Haaretz,The Last of the Unjust ,Claude Lanzmann,2013.0,Claude Lanzmann,,/name/nm0487351/,1925.0,"Bois-Colombes, Hauts-de-Seine, France", France,94.0
Uri Klein,Israel,Haaretz,Once Upon a Time in Anatolia ,Nuri Bilge Ceylan,2011.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
Uri Klein,Israel,Haaretz,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Uri Klein,Israel,Haaretz,"Police, Adjective ",Corneliu Porumboiu,2009.0,Corneliu Porumboiu,,/name/nm1717949/,1975.0,"Vaslui, Romania", Romania,44.0
Uri Klein,Israel,Haaretz,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA,58.0
Uri Klein,Israel,Haaretz,The Pianist ,Roman Polanski,2002.0,Roman Polanski,,/name/nm0000591/,1933.0,"Paris, France", France,86.0
Uri Klein,Israel,Haaretz,Winter Sleep ,Nuri Bilge Ceylan,2014.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
Uri Klein,Israel,Haaretz,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan,65.0
Uri Klein,Israel,Haaretz,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Uri Klein,Israel,Haaretz,Goodbye to Language ,Jean-Luc Godard,2014.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France,89.0
Eric Kohn,US,IndieWire,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Eric Kohn,US,IndieWire,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France,59.0
Eric Kohn,US,IndieWire,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Eric Kohn,US,IndieWire,Uncle Boonmee Who Can Recall His Past Lives ,Apichatpong Weerasethakul,2010.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
Eric Kohn,US,IndieWire,Enter the Void ,Gaspar Noé,2009.0,Gaspar Noé,,/name/nm0637615/,1963.0,"Buenos Aires, Argentina", Argentina,56.0
Eric Kohn,US,IndieWire,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary,42.0
Eric Kohn,US,IndieWire,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Eric Kohn,US,IndieWire,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Eric Kohn,US,IndieWire,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Eric Kohn,US,IndieWire,Idiocracy ,Mike Judge,2006.0,Mike Judge,,/name/nm0431918/,1962.0,"Guayaquil, Ecuador", Ecuador,57.0
Dan Kois,US,Slate,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Dan Kois,US,Slate,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Dan Kois,US,Slate,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Dan Kois,US,Slate,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Dan Kois,US,Slate,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA,51.0
Dan Kois,US,Slate,Morvern Callar ,Lynne Ramsay,2012.0,Lynne Ramsay,,/name/nm0708903/,1969.0,"Glasgow, Strathclyde, Scotland, UK", UK,50.0
Dan Kois,US,Slate,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada,40.0
Dan Kois,US,Slate,Animal Kingdom ,David Michôd,2010.0,David Michôd,,/name/nm2391575/,,,,
Dan Kois,US,Slate,Attack the Block ,Joe Cornish,2011.0,Joe Cornish,,/name/nm0180428/,1968.0,"London, England, UK", UK,51.0
Dan Kois,US,Slate,Jackass 3D ,Jeff Tremaine,2010.0,Jeff Tremaine,,/name/nm0871860/,,,,
Michael Koresky,US,The Film Society of Lincoln Center,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Michael Koresky,US,The Film Society of Lincoln Center,AI: Artificial Intelligence ,Steven Spielberg,2001.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA,73.0
Michael Koresky,US,The Film Society of Lincoln Center,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA,76.0
Michael Koresky,US,The Film Society of Lincoln Center,Syndromes and a Century ,Apichatpong Weerasethakul,2006.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
Michael Koresky,US,The Film Society of Lincoln Center,What Time Is It There? ,Tsai Ming-liang,2001.0,Tsai Ming-liang,,/title/tt5012990/,,,,
Michael Koresky,US,The Film Society of Lincoln Center,The Intruder ,Claire Denis,2004.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Michael Koresky,US,The Film Society of Lincoln Center,The Son ,Jean-Pierre and Luc Dardenne,2002.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Michael Koresky,US,The Film Society of Lincoln Center,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Michael Koresky,US,The Film Society of Lincoln Center,The Headless Woman ,Lucrecia Martel,2008.0,Lucrecia Martel,,/name/nm0551506/,1966.0,"Salta, Argentina", Argentina,53.0
Michael Koresky,US,The Film Society of Lincoln Center,Femme Fatale ,Brian De Palma,2002.0,Brian De Palma,,/name/nm0000361/,1940.0,"Newark, New Jersey, USA", USA,79.0
Tomris Laffly,US,Freelance film critic,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Tomris Laffly,US,Freelance film critic,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland,50.0
Tomris Laffly,US,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Tomris Laffly,US,Freelance film critic,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA,57.0
Tomris Laffly,US,Freelance film critic,Vera Drake ,Mike Leigh,2004.0,Mike Leigh,,/name/nm0005139/,1943.0,"Salford, Greater Manchester, England, UK", UK,76.0
Tomris Laffly,US,Freelance film critic,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA,89.0
Tomris Laffly,US,Freelance film critic,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,1961.0,"Omaha, Nebraska, USA", USA,58.0
Tomris Laffly,US,Freelance film critic,The Magdalene Sisters ,Peter Mullan,2002.0,Peter Mullan,,/name/nm0611932/,1959.0,"Peterhead, Scotland, UK", UK,60.0
Tomris Laffly,US,Freelance film critic,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada,40.0
Tomris Laffly,US,Freelance film critic,Father of My Children ,Mia Hansen-Løve,2009.0,Mia Hansen-Løve,,/name/nm0361135/,1981.0,"Paris, France", France,38.0
Rebecca Laurence,UK,BBC Culture,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany,46.0
Rebecca Laurence,UK,BBC Culture,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA,45.0
Rebecca Laurence,UK,BBC Culture,Fish Tank ,Andrea Arnold,2009.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK,58.0
Rebecca Laurence,UK,BBC Culture,Good Night and Good Luck ,George Clooney,2005.0,George Clooney,,/name/nm0000123/,1961.0,"Lexington, Kentucky, USA", USA,58.0
Rebecca Laurence,UK,BBC Culture,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Rebecca Laurence,UK,BBC Culture,The Consequences of Love ,Paolo Sorrentino,2004.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy,49.0
Rebecca Laurence,UK,BBC Culture,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Rebecca Laurence,UK,BBC Culture,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Rebecca Laurence,UK,BBC Culture,Ratatouille ,Brad Bird and Jan Pinkava,2007.0,Brad Bird, Jan Pinkava,/name/nm0083348/,1957.0,"Kalispell, Montana, USA", USA,62.0
Rebecca Laurence,UK,BBC Culture,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Richard Lawson,US,Vanity Fair,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Richard Lawson,US,Vanity Fair,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Richard Lawson,US,Vanity Fair,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA,59.0
Richard Lawson,US,Vanity Fair,Summer Hours ,Olivier Assayas,2008.0,Olivier Assayas,,/name/nm0000801/,1955.0,"Paris, France", France,64.0
Richard Lawson,US,Vanity Fair,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Richard Lawson,US,Vanity Fair,Wet Hot American Summer ,David Wain,2001.0,David Wain,,/name/nm0906476/,1969.0,"Shaker Heights, Ohio, USA", USA,50.0
Richard Lawson,US,Vanity Fair,Cast Away ,Robert Zemeckis,2000.0,Robert Zemeckis,,/name/nm0000709/,1951.0,"Chicago, Illinois, USA", USA,68.0
Richard Lawson,US,Vanity Fair,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Richard Lawson,US,Vanity Fair,Traffic ,Steven Soderbergh,2000.0,Steven Soderbergh,,/name/nm0001752/,1963.0,"Atlanta, Georgia, USA", USA,56.0
Richard Lawson,US,Vanity Fair,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK,46.0
Maggie Lee,Hong Kong,Variety,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China,72.0
Maggie Lee,Hong Kong,Variety,Café Lumière ,Hou Hsiao-hsien,2003.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Maggie Lee,Hong Kong,Variety,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania,51.0
Maggie Lee,Hong Kong,Variety,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Maggie Lee,Hong Kong,Variety,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Maggie Lee,Hong Kong,Variety,Millennium Actress ,Satoshi Kon,2001.0,Satoshi Kon,,/name/nm0464804/,1963.0,"Sapporo, Hokkaido, Japan", Japan,56.0
Maggie Lee,Hong Kong,Variety,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Maggie Lee,Hong Kong,Variety,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran,47.0
Maggie Lee,Hong Kong,Variety,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Maggie Lee,Hong Kong,Variety,Toni Erdmann ,Maren Ade,2016.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany,43.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland,50.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia,74.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico,55.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Hotel Rwanda ,Terry George,2004.0,Terry George,,/name/nm0313623/,1952.0,"Belfast, Northern Ireland, UK", UK,67.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Silver Linings Playbook ,David O. Russell,2012.0,David O. Russell,,/name/nm0751102/,1958.0,"Manhattan, New York City, New York, USA", USA,61.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Birdman ,Alejandro González Iñárritu,2014.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico,56.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Inception ,Christopher Nolan,2010.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK,49.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Curious Case of Benjamin Button ,David Fincher,2008.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Guy Lodge,UK,Variety/The Observer,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia,57.0
Guy Lodge,UK,Variety/The Observer,White Material ,Claire Denis,2009.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France,73.0
Guy Lodge,UK,Variety/The Observer,Birth ,Jonathan Glazer,2004.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK,54.0
Guy Lodge,UK,Variety/The Observer,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Guy Lodge,UK,Variety/The Observer,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Guy Lodge,UK,Variety/The Observer,Wendy and Lucy ,Kelly Reichardt,2008.0,Kelly Reichardt,,/name/nm0716980/,,,,
Guy Lodge,UK,Variety/The Observer,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Guy Lodge,UK,Variety/The Observer,Gravity ,Alfonso Cuarón,2013.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico,58.0
Guy Lodge,UK,Variety/The Observer,Tabu ,Miguel Gomes,2012.0,Miguel Gomes,,/name/nm0326937/,,,,
Guy Lodge,UK,Variety/The Observer,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK,46.0
Mario Naito López,Cuba,Cuban Film Press Association,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Mario Naito López,Cuba,Cuban Film Press Association,"Spring, Summer, Fall, Winter…and Spring ",Kim Ki-duk,2003.0,Kim Ki-duk,,/title/tt1137972/,,,,
Mario Naito López,Cuba,Cuban Film Press Association,A History of Violence ,David Cronenberg,2005.0,David Cronenberg,,/name/nm0000343/,1943.0,"Toronto, Ontario, Canada", Canada,76.0
Mario Naito López,Cuba,Cuban Film Press Association,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain,70.0
Mario Naito López,Cuba,Cuban Film Press Association,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA,58.0
Mario Naito López,Cuba,Cuban Film Press Association,Melancholia ,Lars von Trier,2011.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark,63.0
Mario Naito López,Cuba,Cuban Film Press Association,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany,77.0
Mario Naito López,Cuba,Cuban Film Press Association,The Return ,Andrey Zvyagintsev,2003.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia],55.0
Mario Naito López,Cuba,Cuban Film Press Association,The Child ,Jean-Pierre and Luc Dardenne,2005.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,,
Mario Naito López,Cuba,Cuban Film Press Association,Silent Light ,Carlos Reygadas,2007.0,Carlos Reygadas,,/name/nm1196161/,1971.0,"Mexico City, Distrito Federal, Mexico", Mexico,48.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Tropical Malady ,Apichatpong Weerasethakul,2004.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand,49.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA,73.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,The Assassin ,Hou Hsiao-hsien,2015.0,Hou Hsiao-hsien,,/title/tt4092526/,,,,
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA,89.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan,78.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA,68.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Toni Erdmann ,Maren Ade,2016.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany,43.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Winter's Bone ,Debra Granik,2010.0,Debra Granik,,/name/nm0335138/,1963.0,"Cambridge, Massachusetts, USA", USA,56.0
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,A Prophet ,Jacques Audiard,2009.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France,67.0
Fiona Macdonald,UK,BBC Culture,Moon ,Duncan Jones,2009.0,Duncan Jones,,/name/nm1512910/,1971.0,"Bromley, Kent, England, UK", UK,48.0
Fiona Macdonald,UK,BBC Culture,The Great Beauty ,Paolo Sorrentino,2013.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy,49.0
Fiona Macdonald,UK,BBC Culture,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany,46.0
Fiona Macdonald,UK,BBC Culture,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China,63.0
Fiona Macdonald,UK,BBC Culture,The Taste of Others ,Agnès Jaoui,2000.0,Agnès Jaoui,,/name/nm0418450/,1964.0,"Antony, Hauts-de-Seine, France", France,55.0
Fiona Macdonald,UK,BBC Culture,Wild Tales ,Damián Szifrón,2014.0,Damián Szifrón,,/name/nm1167933/,1975.0,"Ramos Mejía, Buenos Aires, Argentina", Argentina,44.0
Fiona Macdonald,UK,BBC Culture,Bridesmaids ,Paul Feig,2011.0,Paul Feig,,/name/nm0082450/,1962.0,"Mount Clemens, Michigan, USA", USA,57.0
Fiona Macdonald,UK,BBC Culture,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France,56.0
Fiona Macdonald,UK,BBC Culture,"O Brother, Where Art Thou? ",Joel and Ethan Coen,2000.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA,65.0
Fiona Macdonald,UK,BBC Culture,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA,56.0
Laya Maheshwari,India,Freelance film critic,Once Upon a Time in Anatolia ,Nuri Bilge Ceylan,2011.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey,60.0
Laya Maheshwari,India,Freelance film critic,The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,2007.0,Andrew Dominik,,/name/nm0231596/,1967.0,"Wellington, New Zealand", New Zealand,52.0
Laya Maheshwari,India,Freelance film critic,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA,57.0
Laya Maheshwari,India,Freelance film critic,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA,50.0
