critic,country,org,movie_name,movie_director,movie_year,d1,d2,d1_url,direc_birthyear,birth_place,d_countries
Uri Klein,Israel,Haaretz,Far From Heaven ,Todd Haynes,2002.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA
Uri Klein,Israel,Haaretz,The Pianist ,Roman Polanski,2002.0,Roman Polanski,,/name/nm0000591/,1933.0,"Paris, France", France
Uri Klein,Israel,Haaretz,Winter Sleep ,Nuri Bilge Ceylan,2014.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey
Uri Klein,Israel,Haaretz,Brokeback Mountain ,Ang Lee,2005.0,Ang Lee,,/name/nm0000487/,1954.0,"Pingtung, Taiwan", Taiwan
Uri Klein,Israel,Haaretz,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran
Uri Klein,Israel,Haaretz,Goodbye to Language ,Jean-Luc Godard,2014.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France
Eric Kohn,US,IndieWire,Boyhood ,Richard Linklater,2014.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
Eric Kohn,US,IndieWire,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France
Eric Kohn,US,IndieWire,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Eric Kohn,US,IndieWire,Uncle Boonmee Who Can Recall His Past Lives ,Apichatpong Weerasethakul,2010.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand
Eric Kohn,US,IndieWire,Enter the Void ,Gaspar Noé,2009.0,Gaspar Noé,,/name/nm0637615/,1963.0,"Buenos Aires, Argentina", Argentina
Eric Kohn,US,IndieWire,Son of Saul ,László Nemes,2015.0,László Nemes,,/name/nm1841577/,1977.0,"Budapest, Hungary", Hungary
Eric Kohn,US,IndieWire,Leviathan ,Andrey Zvyagintsev,2014.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia]
Eric Kohn,US,IndieWire,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA
Eric Kohn,US,IndieWire,12 Years a Slave ,Steve McQueen,2013.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA
Eric Kohn,US,IndieWire,Idiocracy ,Mike Judge,2006.0,Mike Judge,,/name/nm0431918/,1962.0,"Guayaquil, Ecuador", Ecuador
Dan Kois,US,Slate,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Dan Kois,US,Slate,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China
Dan Kois,US,Slate,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
Dan Kois,US,Slate,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA
Dan Kois,US,Slate,Inside Out ,Pete Docter,2015.0,Pete Docter,,/name/nm0230032/,1968.0,"Bloomington, Minnesota, USA", USA
Dan Kois,US,Slate,Morvern Callar ,Lynne Ramsay,2012.0,Lynne Ramsay,,/name/nm0708903/,1969.0,"Glasgow, Strathclyde, Scotland, UK", UK
Dan Kois,US,Slate,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada
Dan Kois,US,Slate,Animal Kingdom ,David Michôd,2010.0,David Michôd,,/name/nm2391575/,,,
Dan Kois,US,Slate,Attack the Block ,Joe Cornish,2011.0,Joe Cornish,,/name/nm0180428/,1968.0,"London, England, UK", UK
Dan Kois,US,Slate,Jackass 3D ,Jeff Tremaine,2010.0,Jeff Tremaine,,/name/nm0871860/,,,
Michael Koresky,US,The Film Society of Lincoln Center,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
Michael Koresky,US,The Film Society of Lincoln Center,AI: Artificial Intelligence ,Steven Spielberg,2001.0,Steven Spielberg,,/name/nm0000229/,1946.0,"Cincinnati, Ohio, USA", USA
Michael Koresky,US,The Film Society of Lincoln Center,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA
Michael Koresky,US,The Film Society of Lincoln Center,Syndromes and a Century ,Apichatpong Weerasethakul,2006.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand
Michael Koresky,US,The Film Society of Lincoln Center,What Time Is It There? ,Tsai Ming-liang,2001.0,Tsai Ming-liang,,/title/tt5012990/,,,
Michael Koresky,US,The Film Society of Lincoln Center,The Intruder ,Claire Denis,2004.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France
Michael Koresky,US,The Film Society of Lincoln Center,The Son ,Jean-Pierre and Luc Dardenne,2002.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,
Michael Koresky,US,The Film Society of Lincoln Center,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
Michael Koresky,US,The Film Society of Lincoln Center,The Headless Woman ,Lucrecia Martel,2008.0,Lucrecia Martel,,/name/nm0551506/,1966.0,"Salta, Argentina", Argentina
Michael Koresky,US,The Film Society of Lincoln Center,Femme Fatale ,Brian De Palma,2002.0,Brian De Palma,,/name/nm0000361/,1940.0,"Newark, New Jersey, USA", USA
Tomris Laffly,US,Freelance film critic,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran
Tomris Laffly,US,Freelance film critic,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland
Tomris Laffly,US,Freelance film critic,Inside Llewyn Davis ,Joel and Ethan Coen,2013.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Tomris Laffly,US,Freelance film critic,You Can Count On Me ,Kenneth Lonergan,2000.0,Kenneth Lonergan,,/name/nm0518836/,1962.0,"New York City, New York, USA", USA
Tomris Laffly,US,Freelance film critic,Vera Drake ,Mike Leigh,2004.0,Mike Leigh,,/name/nm0005139/,1943.0,"Salford, Greater Manchester, England, UK", UK
Tomris Laffly,US,Freelance film critic,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA
Tomris Laffly,US,Freelance film critic,Nebraska ,Alexander Payne,2013.0,Alexander Payne,,/name/nm0668247/,1961.0,"Omaha, Nebraska, USA", USA
Tomris Laffly,US,Freelance film critic,The Magdalene Sisters ,Peter Mullan,2002.0,Peter Mullan,,/name/nm0611932/,1959.0,"Peterhead, Scotland, UK", UK
Tomris Laffly,US,Freelance film critic,Stories We Tell ,Sarah Polley,2012.0,Sarah Polley,,/name/nm0001631/,1979.0,"Toronto, Ontario, Canada", Canada
Tomris Laffly,US,Freelance film critic,Father of My Children ,Mia Hansen-Løve,2009.0,Mia Hansen-Løve,,/name/nm0361135/,1981.0,"Paris, France", France
Rebecca Laurence,UK,BBC Culture,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany
Rebecca Laurence,UK,BBC Culture,The Act of Killing ,Joshua Oppenheimer,2012.0,Joshua Oppenheimer,,/name/nm1484791/,1974.0,"Texas, USA", USA
Rebecca Laurence,UK,BBC Culture,Fish Tank ,Andrea Arnold,2009.0,Andrea Arnold,,/name/nm0036349/,1961.0,"Dartford, Kent, England, UK", UK
Rebecca Laurence,UK,BBC Culture,Good Night and Good Luck ,George Clooney,2005.0,George Clooney,,/name/nm0000123/,1961.0,"Lexington, Kentucky, USA", USA
Rebecca Laurence,UK,BBC Culture,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Rebecca Laurence,UK,BBC Culture,The Consequences of Love ,Paolo Sorrentino,2004.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy
Rebecca Laurence,UK,BBC Culture,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Rebecca Laurence,UK,BBC Culture,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran
Rebecca Laurence,UK,BBC Culture,Ratatouille ,Brad Bird and Jan Pinkava,2007.0,Brad Bird, Jan Pinkava,/name/nm0083348/,1957.0,"Kalispell, Montana, USA", USA
Rebecca Laurence,UK,BBC Culture,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Richard Lawson,US,Vanity Fair,Children of Men ,Alfonso Cuarón,2006.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico
Richard Lawson,US,Vanity Fair,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Richard Lawson,US,Vanity Fair,Before Sunset ,Richard Linklater,2004.0,Richard Linklater,,/name/nm0000500/,1960.0,"Houston, Texas, USA", USA
Richard Lawson,US,Vanity Fair,Summer Hours ,Olivier Assayas,2008.0,Olivier Assayas,,/name/nm0000801/,1955.0,"Paris, France", France
Richard Lawson,US,Vanity Fair,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Richard Lawson,US,Vanity Fair,Wet Hot American Summer ,David Wain,2001.0,David Wain,,/name/nm0906476/,1969.0,"Shaker Heights, Ohio, USA", USA
Richard Lawson,US,Vanity Fair,Cast Away ,Robert Zemeckis,2000.0,Robert Zemeckis,,/name/nm0000709/,1951.0,"Chicago, Illinois, USA", USA
Richard Lawson,US,Vanity Fair,Caché ,Michael Haneke,2005.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Richard Lawson,US,Vanity Fair,Traffic ,Steven Soderbergh,2000.0,Steven Soderbergh,,/name/nm0001752/,1963.0,"Atlanta, Georgia, USA", USA
Richard Lawson,US,Vanity Fair,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK
Maggie Lee,Hong Kong,Variety,Yi Yi: A One and a Two ,Edward Yang,2000.0,Edward Yang,,/name/nm0945981/,1947.0,"Shanghai, China", China
Maggie Lee,Hong Kong,Variety,Café Lumière ,Hou Hsiao-hsien,2003.0,Hou Hsiao-hsien,,/title/tt4092526/,,,
Maggie Lee,Hong Kong,Variety,"4 Months, 3 Weeks & 2 Days ",Cristian Mungiu,2007.0,Cristian Mungiu,,/name/nm0612816/,1968.0,"Iasi, Romania", Romania
Maggie Lee,Hong Kong,Variety,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Maggie Lee,Hong Kong,Variety,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Maggie Lee,Hong Kong,Variety,Millennium Actress ,Satoshi Kon,2001.0,Satoshi Kon,,/name/nm0464804/,1963.0,"Sapporo, Hokkaido, Japan", Japan
Maggie Lee,Hong Kong,Variety,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Maggie Lee,Hong Kong,Variety,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran
Maggie Lee,Hong Kong,Variety,35 Shots of Rum ,Claire Denis,2008.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France
Maggie Lee,Hong Kong,Variety,Toni Erdmann ,Maren Ade,2016.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Brooklyn ,John Crowley,2015.0,John Crowley,,/name/nm1259871/,1969.0,"Cork, Ireland", Ireland
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Mad Max: Fury Road ,George Miller,2015.0,George Miller,,/name/nm0004306/,1945.0,"Chinchilla, Queensland, Australia", Australia
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Hotel Rwanda ,Terry George,2004.0,Terry George,,/name/nm0313623/,1952.0,"Belfast, Northern Ireland, UK", UK
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Silver Linings Playbook ,David O. Russell,2012.0,David O. Russell,,/name/nm0751102/,1958.0,"Manhattan, New York City, New York, USA", USA
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Birdman ,Alejandro González Iñárritu,2014.0,Alejandro González Iñárritu,,/name/nm0327944/,1963.0,"Mexico City, Distrito Federal, Mexico", Mexico
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Inception ,Christopher Nolan,2010.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,The Curious Case of Benjamin Button ,David Fincher,2008.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Anastasiya Lelyukh,UAE,Front Row Filmed Entertainment,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA
Guy Lodge,UK,Variety/The Observer,Moulin Rouge! ,Baz Luhrmann,2001.0,Baz Luhrmann,,/name/nm0525303/,1962.0,"New South Wales, Australia", Australia
Guy Lodge,UK,Variety/The Observer,White Material ,Claire Denis,2009.0,Claire Denis,,/name/nm0219136/,1946.0,"Paris, France", France
Guy Lodge,UK,Variety/The Observer,Birth ,Jonathan Glazer,2004.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK
Guy Lodge,UK,Variety/The Observer,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Guy Lodge,UK,Variety/The Observer,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain
Guy Lodge,UK,Variety/The Observer,Wendy and Lucy ,Kelly Reichardt,2008.0,Kelly Reichardt,,/name/nm0716980/,,,
Guy Lodge,UK,Variety/The Observer,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Guy Lodge,UK,Variety/The Observer,Gravity ,Alfonso Cuarón,2013.0,Alfonso Cuarón,,/name/nm0190859/,1961.0,"Mexico City, Distrito Federal, Mexico", Mexico
Guy Lodge,UK,Variety/The Observer,Tabu ,Miguel Gomes,2012.0,Miguel Gomes,,/name/nm0326937/,,,
Guy Lodge,UK,Variety/The Observer,Weekend ,Andrew Haigh,2011.0,Andrew Haigh,,/name/nm0354091/,1973.0,"Harrogate, North Yorkshire, England, UK", UK
Mario Naito López,Cuba,Cuban Film Press Association,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Mario Naito López,Cuba,Cuban Film Press Association,"Spring, Summer, Fall, Winter…and Spring ",Kim Ki-duk,2003.0,Kim Ki-duk,,/title/tt1137972/,,,
Mario Naito López,Cuba,Cuban Film Press Association,A History of Violence ,David Cronenberg,2005.0,David Cronenberg,,/name/nm0000343/,1943.0,"Toronto, Ontario, Canada", Canada
Mario Naito López,Cuba,Cuban Film Press Association,Talk to Her ,Pedro Almodóvar,2002.0,Pedro Almodóvar,,/name/nm0000264/,1949.0,"Calzada de Calatrava, Ciudad Real, Castilla-La Mancha, Spain", Spain
Mario Naito López,Cuba,Cuban Film Press Association,Carol ,Todd Haynes,2015.0,Todd Haynes,,/name/nm0001331/,1961.0,"Los Angeles, California, USA", USA
Mario Naito López,Cuba,Cuban Film Press Association,Melancholia ,Lars von Trier,2011.0,Lars von Trier,,/name/nm0001885/,1956.0,"Copenhagen, Denmark", Denmark
Mario Naito López,Cuba,Cuban Film Press Association,The White Ribbon ,Michael Haneke,2009.0,Michael Haneke,,/name/nm0359734/,1942.0,"Munich, Bavaria, Germany", Germany
Mario Naito López,Cuba,Cuban Film Press Association,The Return ,Andrey Zvyagintsev,2003.0,Andrey Zvyagintsev,,/name/nm1168657/,1964.0,"Novosibirsk, Novosibirskaya oblast, RSFSR, USSR [now Russia]", USSR [now Russia]
Mario Naito López,Cuba,Cuban Film Press Association,The Child ,Jean-Pierre and Luc Dardenne,2005.0,Jean-Pierre, Luc Dardenne,/name/nm0077450/,,,
Mario Naito López,Cuba,Cuban Film Press Association,Silent Light ,Carlos Reygadas,2007.0,Carlos Reygadas,,/name/nm1196161/,1971.0,"Mexico City, Distrito Federal, Mexico", Mexico
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Tropical Malady ,Apichatpong Weerasethakul,2004.0,Apichatpong Weerasethakul,,/name/nm0917405/,1970.0,"Bangkok, Thailand", Thailand
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,The Assassin ,Hou Hsiao-hsien,2015.0,Hou Hsiao-hsien,,/title/tt4092526/,,,
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Shame ,Steve McQueen,2011.0,Steve McQueen,,/name/nm0000537/,1930.0,"Beech Grove, Indiana, USA", USA
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Spirited Away ,Hayao Miyazaki,2001.0,Hayao Miyazaki,,/name/nm0594503/,1941.0,"Tokyo, Japan", Japan
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,The Hurt Locker ,Kathryn Bigelow,2008.0,Kathryn Bigelow,,/name/nm0000941/,1951.0,"San Carlos, California, USA", USA
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Toni Erdmann ,Maren Ade,2016.0,Maren Ade,,/name/nm0011752/,1976.0,"Karlsruhe, Baden-Württemberg, Germany", Germany
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,Winter's Bone ,Debra Granik,2010.0,Debra Granik,,/name/nm0335138/,1963.0,"Cambridge, Massachusetts, USA", USA
Verena Lueken,Germany,Frankfurter Allgemeine Zeitung,A Prophet ,Jacques Audiard,2009.0,Jacques Audiard,,/name/nm0002191/,1952.0,"Paris, France", France
Fiona Macdonald,UK,BBC Culture,Moon ,Duncan Jones,2009.0,Duncan Jones,,/name/nm1512910/,1971.0,"Bromley, Kent, England, UK", UK
Fiona Macdonald,UK,BBC Culture,The Great Beauty ,Paolo Sorrentino,2013.0,Paolo Sorrentino,,/name/nm0815204/,1970.0,"Naples, Campania, Italy", Italy
Fiona Macdonald,UK,BBC Culture,The Lives of Others ,Florian Henckel von Donnersmarck,2006.0,Florian Henckel von Donnersmarck,,/name/nm0003697/,1973.0,"Cologne, North Rhine-Westphalia, Germany", Germany
Fiona Macdonald,UK,BBC Culture,In the Mood for Love ,Wong Kar-wai,2000.0,Wong Kar-wai,,/name/nm0939182/,1956.0,"Shanghai, China", China
Fiona Macdonald,UK,BBC Culture,The Taste of Others ,Agnès Jaoui,2000.0,Agnès Jaoui,,/name/nm0418450/,1964.0,"Antony, Hauts-de-Seine, France", France
Fiona Macdonald,UK,BBC Culture,Wild Tales ,Damián Szifrón,2014.0,Damián Szifrón,,/name/nm1167933/,1975.0,"Ramos Mejía, Buenos Aires, Argentina", Argentina
Fiona Macdonald,UK,BBC Culture,Bridesmaids ,Paul Feig,2011.0,Paul Feig,,/name/nm0082450/,1962.0,"Mount Clemens, Michigan, USA", USA
Fiona Macdonald,UK,BBC Culture,Eternal Sunshine of the Spotless Mind ,Michel Gondry,2004.0,Michel Gondry,,/name/nm0327273/,1963.0,"Versailles, Seine-et-Oise [now Yvelines], France", France
Fiona Macdonald,UK,BBC Culture,"O Brother, Where Art Thou? ",Joel and Ethan Coen,2000.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Fiona Macdonald,UK,BBC Culture,Inglourious Basterds ,Quentin Tarantino,2009.0,Quentin Tarantino,,/name/nm0000233/,1963.0,"Knoxville, Tennessee, USA", USA
Laya Maheshwari,India,Freelance film critic,Once Upon a Time in Anatolia ,Nuri Bilge Ceylan,2011.0,Nuri Bilge Ceylan,,/name/nm0149196/,1959.0,"Istanbul, Turkey", Turkey
Laya Maheshwari,India,Freelance film critic,The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,2007.0,Andrew Dominik,,/name/nm0231596/,1967.0,"Wellington, New Zealand", New Zealand
Laya Maheshwari,India,Freelance film critic,The Social Network ,David Fincher,2010.0,David Fincher,,/name/nm0000399/,1962.0,"Denver, Colorado, USA", USA
Laya Maheshwari,India,Freelance film critic,The Grand Budapest Hotel ,Wes Anderson,2014.0,Wes Anderson,,/name/nm0027572/,1969.0,"Houston, Texas, USA", USA
Laya Maheshwari,India,Freelance film critic,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,2001.0,Peter Jackson,,/name/nm0001392/,1961.0,"Pukerua Bay, North Island, New Zealand", New Zealand
Laya Maheshwari,India,Freelance film critic,The Tree of Life ,Terrence Malick,2011.0,Terrence Malick,,/name/nm0000517/,1943.0,"Ottawa, Illinois, USA", USA
Laya Maheshwari,India,Freelance film critic,Holy Motors ,Leos Carax,2012.0,Leos Carax,,/name/nm0136021/,1960.0,"Suresnes, Seine [now Hauts-de-Seine], France", France
Laya Maheshwari,India,Freelance film critic,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania
Laya Maheshwari,India,Freelance film critic,No ,Pablo Larraín,2012.0,Pablo Larraín,,/name/nm1883257/,1976.0,"Santiago, Chile", Chile
Laya Maheshwari,India,Freelance film critic,Pan's Labyrinth ,Guillermo Del Toro,2006.0,Guillermo Del Toro,,/name/nm0868219/,1964.0,"Guadalajara, Jalisco, Mexico", Mexico
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Moolaadé ,Ousmane Sembène,2004.0,Ousmane Sembène,,/name/nm0783733/,1923.0,"Ziguenchor, Casamance, Senegal", Senegal
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Days of Glory ,Rachid Bouchareb,2006.0,Rachid Bouchareb,,/name/nm0098953/,1959.0,"Paris, France", France
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Timbuktu ,Abderrahmane Sissako,2014.0,Abderrahmane Sissako,,/name/nm0803066/,1961.0,"Kiffa, Mauritania", Mauritania
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Making Of ,Nouri Bouzid,2006.0,Nouri Bouzid,,/name/nm0100525/,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,House of Flying Daggers ,Zhang Yimou,2004.0,Zhang Yimou,,/title/tt1269610/,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,City of God ,Fernando Meirelles and Kátia Lund,2002.0,Fernando Meirelles, Kátia Lund,/name/nm0576987/,1955.0,"São Paulo, São Paulo, Brazil", Brazil
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Miners Shot Down ,Rehad Desai,2014.0,Rehad Desai,,/name/nm2390834/,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,678 ,Mohamed Diab,2010.0,Mohamed Diab,,/name/nm2559996/,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Hijack Stories ,Oliver Schmitz,2000.0,Oliver Schmitz,,/name/nm0005628/,,,
Hans-Christian Mahnke,Namibia,AfricAvenir.org,Waltz with Bashir ,Ari Folman,2008.0,Ari Folman,,/name/nm0284369/,1962.0,"Haifa, Israel", Israel
Ben Mankiewicz,US,Turner Classic Movies,No Country For Old Men ,Joel and Ethan Coen,2007.0,Joel, Ethan Coen,/name/nm0001054/,1954.0,"Minneapolis, Minnesota, USA", USA
Ben Mankiewicz,US,Turner Classic Movies,Spotlight ,Tom McCarthy,2015.0,Tom McCarthy,,/name/nm0565336/,1966.0,"New Providence, New Jersey, USA", USA
Ben Mankiewicz,US,Turner Classic Movies,United 93 ,Paul Greengrass,2006.0,Paul Greengrass,,/name/nm0339030/,1955.0,"Cheam, Surrey, England, UK", UK
Ben Mankiewicz,US,Turner Classic Movies,The Gatekeepers ,Dror Moreh,2012.0,Dror Moreh,,/name/nm0603466/,,,
Ben Mankiewicz,US,Turner Classic Movies,Sexy Beast ,Jonathan Glazer,2000.0,Jonathan Glazer,,/name/nm0322242/,1965.0,"London, England, UK", UK
Ben Mankiewicz,US,Turner Classic Movies,A Separation ,Asghar Farhadi,2011.0,Asghar Farhadi,,/name/nm1410815/,1972.0,"Khomeyni Shahr, Isfahan, Iran", Iran
Ben Mankiewicz,US,Turner Classic Movies,Memento ,Christopher Nolan,2000.0,Christopher Nolan,,/name/nm0634240/,1970.0,"London, England, UK", UK
Ben Mankiewicz,US,Turner Classic Movies,Letters From Iwo Jima ,Clint Eastwood,2006.0,Clint Eastwood,,/name/nm0000142/,1930.0,"San Francisco, California, USA", USA
Ben Mankiewicz,US,Turner Classic Movies,Anchorman: The Legend of Ron Burgundy ,Adam McKay,2004.0,Adam McKay,,/name/nm0570912/,1968.0,"Philadelphia, Pennsylvania, USA", USA
Ben Mankiewicz,US,Turner Classic Movies,The Wrestler ,Darren Aronofsky,2008.0,Darren Aronofsky,,/name/nm0004716/,1969.0,"Brooklyn, New York City, New York, USA", USA
Calum Marsh,Canada,Freelance film critic,Los Angeles Plays Itself ,Thom Andersen,2003.0,Thom Andersen,,/name/nm0026263/,,,
Calum Marsh,Canada,Freelance film critic,Mulholland Drive ,David Lynch,2001.0,David Lynch,,/name/nm0000186/,1946.0,"Missoula, Montana, USA", USA
Calum Marsh,Canada,Freelance film critic,Goodbye to Language ,Jean-Luc Godard,2014.0,Jean-Luc Godard,,/name/nm0000419/,1930.0,"Paris, France", France
